Player,avg_gi,avg_gpl,avg_acpl,total_game_count,Points,gi_median,gpl_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,gpl_std,acpl_std,avg_gi_raw,avg_gpl_white,avg_gpl_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_gpl_sum,gi_var,gi_raw_median,gi_raw_var,gi_raw_std,gpl_var,acpl_var
Nikolas Wachinger,139.55,1.0,16.76,4.0,2.5,144.85,0.71,2442.0,2601.0,183.0,1.0,3.0,11.7,23.68,1.04,16.85,-0.97,0.09,1.3,162.2,132.0,1.0,1.5,3.98,560.54,-0.68,1.64,1.28,1.08,283.82
Bob Jansen,139.4,0.65,17.95,1.0,0.0,139.4,0.65,2195.0,2417.0,37.0,1.0,0.0,17.95,0.0,0.0,0.0,-0.98,0.65,,139.4,,0.0,0.0,0.65,0.0,-0.98,0.0,0.0,0.0,0.0
Aleksandar Tomic,139.15,0.67,15.4,4.0,1.0,147.9,0.49,2314.0,2293.0,128.0,3.0,1.0,11.7,28.21,0.75,15.46,-0.99,0.84,0.17,132.73,158.4,0.5,0.5,2.69,795.75,-0.52,2.32,1.52,0.57,238.96
Collin Colbow,138.83,0.88,20.47,3.0,1.0,128.2,1.1,2438.0,2437.0,108.0,2.0,1.0,16.47,19.2,0.65,13.73,-1.01,0.62,1.39,144.15,128.2,0.5,0.5,2.64,368.72,-1.58,1.07,1.04,0.42,188.51
Alexey Sarana,138.82,1.02,15.25,6.0,2.5,136.75,0.84,2717.0,2546.0,274.0,3.0,3.0,16.23,20.18,0.73,6.93,-1.01,1.03,1.01,143.1,134.53,2.0,0.5,6.14,407.2,-1.12,1.19,1.09,0.54,47.96
Birger Wenzel,138.6,0.57,29.05,1.0,0.0,138.6,0.57,2008.0,2219.0,20.0,0.0,1.0,29.05,0.0,0.0,0.0,-1.02,,0.57,,138.6,0.0,0.0,0.57,0.0,-1.02,0.0,0.0,0.0,0.0
Filip Boe Olsen,138.6,1.18,40.0,2.0,1.0,138.6,1.18,2444.0,2629.0,125.0,1.0,1.0,40.0,30.97,0.87,26.83,-1.02,0.57,1.8,160.5,116.7,1.0,0.0,2.37,959.22,-1.02,2.78,1.67,0.76,719.72
Vaclav Finek,138.6,0.92,10.03,3.0,1.0,136.5,0.79,2477.0,2439.0,186.0,2.0,1.0,9.8,19.44,0.73,4.7,-1.02,0.52,1.71,147.75,120.3,0.5,0.5,2.76,377.73,-1.14,1.1,1.05,0.54,22.08
James P Holland,138.0,1.14,9.87,1.0,0.5,138.0,1.14,2215.0,2533.0,54.0,0.0,1.0,9.87,0.0,0.0,0.0,-1.06,,1.14,,138.0,0.0,0.5,1.14,0.0,-1.06,0.0,0.0,0.0,0.0
Stephen Dishman,138.0,0.81,20.51,1.0,0.0,138.0,0.81,2358.0,2500.0,49.0,0.0,1.0,20.51,0.0,0.0,0.0,-1.06,,0.81,,138.0,0.0,0.0,0.81,0.0,-1.06,0.0,0.0,0.0,0.0
Alexandru-Vasile David,137.97,0.93,14.93,7.0,4.0,136.7,0.79,2345.0,2306.0,268.0,3.0,4.0,12.73,20.64,0.84,8.66,-1.06,0.55,1.22,150.73,128.4,2.0,2.0,6.53,426.02,-1.12,1.24,1.11,0.7,74.92
Gregor Haag,137.95,1.1,23.96,2.0,1.0,137.95,1.1,2335.0,2444.0,57.0,0.0,2.0,23.96,3.61,0.62,0.38,-1.06,,1.1,,137.95,0.0,1.0,2.2,13.01,-1.06,0.04,0.2,0.39,0.15
Ann Matnadze Bujiashvili,137.9,0.75,27.5,1.0,0.0,137.9,0.75,2309.0,2457.0,30.0,0.0,1.0,27.5,0.0,0.0,0.0,-1.06,,0.75,,137.9,0.0,0.0,0.75,0.0,-1.06,0.0,0.0,0.0,0.0
Nils Vantorre,137.9,1.1,10.8,1.0,0.5,137.9,1.1,2085.0,2461.0,80.0,1.0,0.0,10.8,0.0,0.0,0.0,-1.06,1.1,,137.9,,0.5,0.0,1.1,0.0,-1.06,0.0,0.0,0.0,0.0
Abedin Idrizaj,137.8,0.66,283.83,1.0,0.0,137.8,0.66,2237.0,2360.0,59.0,1.0,0.0,283.83,0.0,0.0,0.0,-1.07,0.66,,137.8,,0.0,0.0,0.66,0.0,-1.07,0.0,0.0,0.0,0.0
Rauf Mamedov,137.74,1.34,10.81,5.0,3.5,123.3,1.71,2643.0,2757.0,300.0,2.0,3.0,10.31,21.93,1.09,5.71,-1.07,0.95,1.6,142.3,134.7,1.5,2.0,6.7,480.91,-1.85,1.4,1.18,1.19,32.56
Markus Lammers,137.2,0.61,285.37,1.0,0.0,137.2,0.61,2312.0,2228.0,35.0,0.0,1.0,285.37,0.0,0.0,0.0,-1.1,,0.61,,137.2,0.0,0.0,0.61,0.0,-1.1,0.0,0.0,0.0,0.0
Harmen Jonkman,137.2,0.86,28.58,1.0,0.0,137.2,0.86,2314.0,2511.0,24.0,0.0,1.0,28.58,0.0,0.0,0.0,-1.1,,0.86,,137.2,0.0,0.0,0.86,0.0,-1.1,0.0,0.0,0.0,0.0
James Moreby,137.1,0.77,35.38,1.0,0.0,137.1,0.77,2306.0,2448.0,34.0,1.0,0.0,35.38,0.0,0.0,0.0,-1.11,0.77,,137.1,,0.0,0.0,0.77,0.0,-1.11,0.0,0.0,0.0,0.0
Borna Derakhshani,136.8,0.9,13.83,2.0,0.5,136.8,0.9,2353.0,2286.0,85.0,0.0,2.0,13.83,10.18,0.01,1.99,-1.12,,0.9,,136.8,0.0,0.5,1.8,103.68,-1.12,0.3,0.55,0.0,3.98
Raymond Vagle,136.6,0.63,21.78,1.0,0.0,136.6,0.63,1966.0,2246.0,27.0,0.0,1.0,21.78,0.0,0.0,0.0,-1.13,,0.63,,136.6,0.0,0.0,0.63,0.0,-1.13,0.0,0.0,0.0,0.0
Matiss Mustaps,136.6,0.91,24.47,1.0,0.0,136.6,0.91,2377.0,2526.0,43.0,1.0,0.0,24.47,0.0,0.0,0.0,-1.13,0.91,,136.6,,0.0,0.0,0.91,0.0,-1.13,0.0,0.0,0.0,0.0
Gennadie Slavin,136.6,1.16,14.4,2.0,1.0,136.6,1.16,2218.0,2400.0,117.0,2.0,0.0,14.4,5.37,0.76,0.41,-1.12,1.16,,136.6,,1.0,0.0,2.31,28.88,-1.12,0.08,0.29,0.57,0.17
Yahli Sokolovsky,136.43,0.98,47.47,7.0,4.0,148.0,0.83,2519.0,2486.0,249.0,3.0,4.0,8.79,25.29,0.96,72.34,-1.14,1.19,0.82,127.9,142.82,1.5,2.5,6.87,639.34,-0.51,1.86,1.36,0.91,5233.21
Alexis Cahen,136.4,0.63,24.8,1.0,0.0,136.4,0.63,2082.0,2217.0,40.0,1.0,0.0,24.8,0.0,0.0,0.0,-1.14,0.63,,136.4,,0.0,0.0,0.63,0.0,-1.14,0.0,0.0,0.0,0.0
Osmo Kauppila,136.4,0.77,14.5,1.0,0.0,136.4,0.77,2311.0,2424.0,38.0,1.0,0.0,14.5,0.0,0.0,0.0,-1.14,0.77,,136.4,,0.0,0.0,0.77,0.0,-1.14,0.0,0.0,0.0,0.0
Frederic Decoster,136.0,0.69,271.12,1.0,0.0,136.0,0.69,2260.0,2310.0,58.0,0.0,1.0,271.12,0.0,0.0,0.0,-1.16,,0.69,,136.0,0.0,0.0,0.69,0.0,-1.16,0.0,0.0,0.0,0.0
Kaarel Nestor,135.7,0.65,239.7,1.0,0.0,135.7,0.65,2127.0,2228.0,43.0,1.0,0.0,239.7,0.0,0.0,0.0,-1.18,0.65,,135.7,,0.0,0.0,0.65,0.0,-1.18,0.0,0.0,0.0,0.0
Kjell Borre Grebstad,135.5,0.7,273.47,1.0,0.0,135.5,0.7,2086.0,2306.0,38.0,0.0,1.0,273.47,0.0,0.0,0.0,-1.19,,0.7,,135.5,0.0,0.0,0.7,0.0,-1.19,0.0,0.0,0.0,0.0
Samvel Ter-Sahakyan,135.35,1.12,10.54,6.0,4.0,131.5,1.36,2609.0,2548.0,379.0,3.0,3.0,9.53,19.53,0.86,5.37,-1.2,1.2,1.03,133.8,136.9,2.0,2.0,6.7,381.53,-1.4,1.11,1.05,0.73,28.86
Filip Haring,135.2,0.86,98.94,3.0,0.0,139.5,0.89,2486.0,2241.0,110.0,0.0,3.0,21.79,8.69,0.16,138.29,-1.21,,0.86,,135.2,0.0,0.0,2.59,75.49,-0.98,0.22,0.47,0.03,19124.07
Jose Garcia Molina,135.2,1.0,19.75,2.0,0.5,135.2,1.0,2231.0,2324.0,98.0,1.0,1.0,19.75,6.79,0.04,13.38,-1.2,1.03,0.97,140.0,130.4,0.5,0.0,2.0,46.08,-1.2,0.13,0.36,0.0,178.98
Gunnar Runarsson,135.1,0.75,493.19,1.0,0.0,135.1,0.75,1994.0,2359.0,21.0,1.0,0.0,493.19,0.0,0.0,0.0,-1.21,0.75,,135.1,,0.0,0.0,0.75,0.0,-1.21,0.0,0.0,0.0,0.0
Gojko Vucinic,135.0,0.83,123.55,1.0,0.0,135.0,0.83,2366.0,2433.0,76.0,1.0,0.0,123.55,0.0,0.0,0.0,-1.22,0.83,,135.0,,0.0,0.0,0.83,0.0,-1.22,0.0,0.0,0.0,0.0
Jonas Rosner,134.9,0.97,17.56,2.0,0.5,134.9,0.97,2434.0,2301.0,102.0,2.0,0.0,17.56,1.27,0.37,2.81,-1.23,0.97,,134.9,,0.5,0.0,1.94,1.62,-1.23,0.0,0.06,0.14,7.88
Joey Grochal,134.9,1.35,21.36,1.0,0.5,134.9,1.35,2272.0,2639.0,36.0,0.0,1.0,21.36,0.0,0.0,0.0,-1.22,,1.35,,134.9,0.0,0.5,1.35,0.0,-1.22,0.0,0.0,0.0,0.0
Andrej Veljanoski,134.8,0.9,19.93,1.0,0.0,134.8,0.9,2308.0,2477.0,28.0,0.0,1.0,19.93,0.0,0.0,0.0,-1.23,,0.9,,134.8,0.0,0.0,0.9,0.0,-1.23,0.0,0.0,0.0,0.0
Johnatan Bakalchuk,134.8,0.77,28.05,3.0,0.0,134.5,0.75,2446.0,2155.0,154.0,1.0,2.0,29.85,7.15,0.14,11.21,-1.23,0.91,0.7,127.8,138.3,0.0,0.0,2.3,51.19,-1.25,0.15,0.39,0.02,125.76
Loek Van der Hagen,134.5,1.28,21.72,2.0,1.0,134.5,1.28,2322.0,2392.0,78.0,2.0,0.0,21.72,20.93,0.07,9.14,-1.25,1.28,,134.5,,1.0,0.0,2.56,438.08,-1.25,1.26,1.12,0.01,83.46
Laurent Fressinet,134.07,1.14,13.4,7.0,3.5,159.1,0.59,2615.0,2503.0,313.0,4.0,3.0,10.55,32.26,1.15,10.29,-1.27,1.69,0.39,115.08,159.4,1.0,2.5,7.95,1041.02,0.08,3.03,1.74,1.31,105.86
Runar Sigurpalsson,133.8,0.83,25.21,1.0,0.0,133.8,0.83,2268.0,2400.0,43.0,0.0,1.0,25.21,0.0,0.0,0.0,-1.28,,0.83,,133.8,0.0,0.0,0.83,0.0,-1.28,0.0,0.0,0.0,0.0
Eelke Wiersma,133.75,0.76,22.01,2.0,0.0,133.75,0.76,2292.0,2151.0,57.0,1.0,1.0,22.01,8.98,0.35,2.13,-1.28,0.52,1.01,140.1,127.4,0.0,0.0,1.53,80.64,-1.28,0.24,0.49,0.12,4.53
Milan Chovan,133.37,0.89,169.58,3.0,0.0,131.1,1.0,2336.0,2179.0,178.0,1.0,2.0,30.58,26.27,0.85,267.67,-1.31,0.0,1.34,160.7,119.7,0.0,0.0,2.68,690.29,-1.43,2.01,1.42,0.71,71646.91
Arthur Pijpers,133.2,0.96,19.2,2.0,0.0,133.2,0.96,2471.0,2307.0,92.0,0.0,2.0,19.2,16.83,0.76,11.82,-1.32,,0.96,,133.2,0.0,0.0,1.93,283.22,-1.32,0.83,0.91,0.57,139.61
Benedict Krause,133.2,1.12,22.1,3.0,1.0,139.7,0.83,2404.0,2466.0,137.0,1.0,2.0,29.89,29.79,0.68,14.59,-1.31,0.63,1.36,139.7,129.95,0.0,1.0,3.36,887.25,-0.96,2.57,1.6,0.47,212.92
Thomas Sandvik,133.2,0.76,19.3,1.0,0.0,133.2,0.76,2004.0,2294.0,23.0,1.0,0.0,19.3,0.0,0.0,0.0,-1.31,0.76,,133.2,,0.0,0.0,0.76,0.0,-1.31,0.0,0.0,0.0,0.0
Vitalii Gryshko,133.0,0.79,15.56,1.0,0.0,133.0,0.79,2303.0,2328.0,39.0,0.0,1.0,15.56,0.0,0.0,0.0,-1.33,,0.79,,133.0,0.0,0.0,0.79,0.0,-1.33,0.0,0.0,0.0,0.0
Zsolt Rigo,132.9,1.39,22.84,3.0,2.0,120.7,1.19,2389.0,2619.0,143.0,2.0,1.0,25.12,22.35,0.65,7.67,-1.33,1.48,1.19,139.7,119.3,2.0,0.0,4.16,499.72,-1.99,1.45,1.2,0.42,58.87
Max Lutze,132.9,1.84,15.98,1.0,1.0,132.9,1.84,2148.0,2761.0,43.0,1.0,0.0,15.98,0.0,0.0,0.0,-1.33,1.84,,132.9,,1.0,0.0,1.84,0.0,-1.33,0.0,0.0,0.0,0.0
Arto Pitkaaho,132.7,0.84,24.72,1.0,0.0,132.7,0.84,2123.0,2366.0,32.0,0.0,1.0,24.72,0.0,0.0,0.0,-1.34,,0.84,,132.7,0.0,0.0,0.84,0.0,-1.34,0.0,0.0,0.0,0.0
Linus Olsson,132.4,0.77,243.17,2.0,0.0,132.4,0.77,2204.0,2125.0,72.0,0.0,2.0,243.17,1.41,0.01,308.51,-1.36,,0.77,,132.4,0.0,0.0,1.54,2.0,-1.36,0.01,0.08,0.0,95178.84
Meri Grigoryan,132.25,0.78,38.46,2.0,0.0,132.25,0.78,1977.0,2155.0,77.0,0.0,2.0,38.46,14.5,0.41,15.74,-1.36,,0.78,,132.25,0.0,0.0,1.56,210.12,-1.36,0.62,0.78,0.17,247.75
Victor Kurochkin,131.75,1.68,22.17,2.0,1.5,131.75,1.68,2362.0,2661.0,66.0,0.0,2.0,22.17,27.79,0.71,5.34,-1.39,,1.68,,131.75,0.0,1.5,3.36,772.25,-1.39,2.25,1.5,0.5,28.5
Yotam Shohat,131.37,1.22,14.1,3.0,1.0,125.1,1.31,2415.0,2488.0,155.0,2.0,1.0,9.78,18.13,0.42,9.92,-1.41,1.18,1.31,138.45,117.2,1.0,0.0,3.67,328.74,-1.75,0.96,0.98,0.17,98.45
Vladimir Lukovic,131.1,1.31,12.71,3.0,1.0,136.7,0.83,2431.0,2429.0,170.0,1.0,2.0,12.83,25.27,1.01,3.38,-1.42,0.63,1.65,153.1,120.1,0.5,0.5,3.93,638.56,-1.12,1.85,1.36,1.02,11.44
Giso Jahncke,130.9,0.81,25.42,3.0,0.0,128.2,0.93,2234.0,2005.0,117.0,1.0,2.0,24.0,8.48,0.23,13.47,-1.44,0.93,0.75,124.1,134.3,0.0,0.0,2.43,71.89,-1.58,0.2,0.45,0.05,181.34
Frank Sawatzki,130.23,0.94,17.8,3.0,0.5,128.2,1.03,2354.0,2173.0,131.0,1.0,2.0,18.91,27.11,0.73,11.81,-1.47,0.17,1.33,158.3,116.2,0.5,0.0,2.83,734.8,-1.58,2.14,1.46,0.54,139.57
Zoltan Varga,130.2,1.16,14.72,3.0,2.0,159.1,0.65,2286.0,2628.0,121.0,2.0,1.0,10.75,57.94,1.53,12.75,-1.48,0.3,2.88,163.55,63.5,2.0,0.0,3.49,3356.47,0.08,9.74,3.12,2.33,162.5
Avni Ermeni,129.7,0.89,40.13,1.0,0.0,129.7,0.89,2126.0,2316.0,39.0,0.0,1.0,40.13,0.0,0.0,0.0,-1.5,,0.89,,129.7,0.0,0.0,0.89,0.0,-1.5,0.0,0.0,0.0,0.0
Stefan Mazur,128.55,0.97,23.66,2.0,0.0,128.55,0.97,2432.0,2249.0,68.0,2.0,0.0,23.66,21.57,0.54,6.66,-1.56,0.97,,128.55,,0.0,0.0,1.93,465.13,-1.56,1.34,1.16,0.3,44.37
Alon Mindlin,127.7,1.31,17.2,5.0,2.0,125.4,1.17,2452.0,2321.0,217.0,3.0,2.0,17.08,15.66,0.73,6.25,-1.61,1.73,0.68,117.33,143.25,1.5,0.5,6.54,245.09,-1.74,0.71,0.84,0.53,39.01
Nicolas Brunner,127.5,1.06,139.93,2.0,0.0,127.5,1.06,2427.0,2281.0,78.0,2.0,0.0,139.93,18.38,0.59,167.87,-1.62,1.06,,127.5,,0.0,0.0,2.11,338.0,-1.62,0.98,0.99,0.34,28181.75
Markus Ragger,127.15,1.36,19.07,2.0,0.5,127.15,1.36,2584.0,2422.0,141.0,0.0,2.0,19.07,1.91,0.49,9.42,-1.64,,1.36,,127.15,0.0,0.5,2.72,3.64,-1.64,0.01,0.11,0.24,88.71
Marcel Juegel,127.1,1.04,23.16,1.0,0.0,127.1,1.04,2109.0,2379.0,37.0,0.0,1.0,23.16,0.0,0.0,0.0,-1.64,,1.04,,127.1,0.0,0.0,1.04,0.0,-1.64,0.0,0.0,0.0,0.0
G. Petar Arnaudov,127.0,1.34,27.93,1.0,0.0,127.0,1.34,2407.0,2528.0,41.0,0.0,1.0,27.93,0.0,0.0,0.0,-1.65,,1.34,,127.0,0.0,0.0,1.34,0.0,-1.65,0.0,0.0,0.0,0.0
Dimitrios Mastrovasilis,126.9,1.44,13.28,2.0,0.5,126.9,1.44,2532.0,2464.0,129.0,2.0,0.0,13.28,1.56,0.47,2.77,-1.65,1.44,,126.9,,0.5,0.0,2.88,2.42,-1.65,0.01,0.08,0.22,7.68
Andres Luque Saiz,126.85,1.28,21.42,2.0,0.5,126.85,1.28,2328.0,2360.0,75.0,1.0,1.0,21.42,8.98,0.49,6.18,-1.66,0.93,1.63,133.2,120.5,0.0,0.5,2.56,80.64,-1.66,0.24,0.49,0.24,38.19
Ori Kochavi,126.8,1.12,29.43,3.0,0.0,124.5,1.38,2371.0,2189.0,140.0,2.0,1.0,27.14,14.49,0.56,4.18,-1.66,0.93,1.5,133.4,113.6,0.0,0.0,3.36,209.89,-1.78,0.61,0.78,0.31,17.51
Vladimir Hamitevici,126.5,1.28,132.45,3.0,1.0,107.7,1.88,2419.0,2501.0,158.0,0.0,3.0,149.08,34.05,1.08,86.77,-1.68,,1.28,,126.5,0.0,1.0,3.83,1159.09,-2.69,3.36,1.83,1.17,7529.73
Bozidar Kisic,126.4,1.05,175.25,3.0,1.0,141.4,0.54,2192.0,2214.0,112.0,1.0,2.0,26.41,41.58,0.98,272.51,-1.68,0.54,1.3,141.4,118.9,0.0,1.0,3.14,1729.0,-0.87,5.03,2.24,0.97,74259.87
Kai Spriestersbach,126.1,1.16,17.58,1.0,0.0,126.1,1.16,2063.0,2434.0,45.0,0.0,1.0,17.58,0.0,0.0,0.0,-1.7,,1.16,,126.1,0.0,0.0,1.16,0.0,-1.7,0.0,0.0,0.0,0.0
Andrey Alekseev,126.1,0.94,37.43,1.0,0.0,126.1,0.94,2298.0,2228.0,21.0,0.0,1.0,37.43,0.0,0.0,0.0,-1.7,,0.94,,126.1,0.0,0.0,0.94,0.0,-1.7,0.0,0.0,0.0,0.0
Namig Guliyev,125.93,1.18,9.57,3.0,2.5,157.8,0.26,2485.0,2448.0,146.0,1.0,2.0,4.7,56.15,1.77,10.37,-1.7,0.05,1.74,158.9,109.45,1.0,1.5,3.53,3152.82,0.02,9.17,3.03,3.14,107.44
Thomas Willemze,125.8,1.4,434.33,1.0,0.0,125.8,1.4,2322.0,2528.0,24.0,1.0,0.0,434.33,0.0,0.0,0.0,-1.72,1.4,,125.8,,0.0,0.0,1.4,0.0,-1.72,0.0,0.0,0.0,0.0
Nino Maisuradze,125.7,0.99,27.18,1.0,0.0,125.7,0.99,2181.0,2289.0,38.0,0.0,1.0,27.18,0.0,0.0,0.0,-1.72,,0.99,,125.7,0.0,0.0,0.99,0.0,-1.72,0.0,0.0,0.0,0.0
Marcel Thirion,125.6,1.55,33.56,1.0,0.5,125.6,1.55,2045.0,2536.0,32.0,1.0,0.0,33.56,0.0,0.0,0.0,-1.72,1.55,,125.6,,0.5,0.0,1.55,0.0,-1.72,0.0,0.0,0.0,0.0
Alexander Van Beek,125.0,1.24,15.2,1.0,0.0,125.0,1.24,2304.0,2457.0,59.0,1.0,0.0,15.2,0.0,0.0,0.0,-1.75,1.24,,125.0,,0.0,0.0,1.24,0.0,-1.75,0.0,0.0,0.0,0.0
Joar Ostlund,125.0,1.59,360.61,1.0,0.0,125.0,1.59,2339.0,2572.0,31.0,0.0,1.0,360.61,0.0,0.0,0.0,-1.76,,1.59,,125.0,0.0,0.0,1.59,0.0,-1.76,0.0,0.0,0.0,0.0
Torben Schulze,124.9,1.19,273.61,1.0,0.0,124.9,1.19,2314.0,2431.0,38.0,1.0,0.0,273.61,0.0,0.0,0.0,-1.76,1.19,,124.9,,0.0,0.0,1.19,0.0,-1.76,0.0,0.0,0.0,0.0
Dennis Van Vliet,124.7,1.09,14.29,1.0,0.0,124.7,1.09,2040.0,2354.0,41.0,1.0,0.0,14.29,0.0,0.0,0.0,-1.77,1.09,,124.7,,0.0,0.0,1.09,0.0,-1.77,0.0,0.0,0.0,0.0
Hilmir Freyr Heimisson,124.5,1.2,193.7,1.0,0.0,124.5,1.2,2384.0,2422.0,56.0,0.0,1.0,193.7,0.0,0.0,0.0,-1.78,,1.2,,124.5,0.0,0.0,1.2,0.0,-1.78,0.0,0.0,0.0,0.0
Ulvi Sadikhov,124.12,1.21,98.62,6.0,3.0,138.05,0.68,2490.0,2328.0,264.0,4.0,2.0,32.39,39.02,1.35,138.94,-1.8,0.92,1.8,130.3,111.75,1.0,2.0,7.26,1522.25,-1.06,4.43,2.1,1.81,19305.13
Cemil Gulbas,123.9,1.13,28.98,1.0,0.0,123.9,1.13,2340.0,2363.0,42.0,1.0,0.0,28.98,0.0,0.0,0.0,-1.81,1.13,,123.9,,0.0,0.0,1.13,0.0,-1.81,0.0,0.0,0.0,0.0
Andreas Vogt,123.75,1.09,186.86,2.0,0.0,123.75,1.09,2280.0,2216.0,60.0,1.0,1.0,186.86,24.11,0.68,231.65,-1.82,0.61,1.57,140.8,106.7,0.0,0.0,2.18,581.41,-1.82,1.69,1.3,0.46,53660.88
Jiri Stocek,123.58,1.36,35.45,5.0,1.5,142.0,0.73,2501.0,2359.0,251.0,2.0,3.0,19.31,41.09,1.19,35.8,-1.83,0.4,2.0,156.55,101.6,1.5,0.0,6.79,1688.12,-0.84,4.92,2.22,1.42,1281.41
Samir Sahidi,123.4,1.63,20.03,3.0,1.0,128.9,1.46,2481.0,2531.0,167.0,3.0,0.0,20.11,24.03,1.07,2.03,-1.84,1.63,,123.4,,1.0,0.0,4.88,577.29,-1.55,1.68,1.3,1.14,4.13
Alexander Kaspi,123.12,1.7,78.46,4.0,3.0,133.35,1.68,2346.0,2392.0,177.0,3.0,1.0,32.8,38.82,0.73,98.21,-1.86,1.64,1.87,121.93,126.7,2.0,1.0,6.78,1506.91,-1.3,4.38,2.09,0.54,9646.1
Mikhail Bryakin,123.03,1.65,119.7,3.0,1.0,133.3,1.52,2438.0,2475.0,129.0,1.0,2.0,20.0,24.57,0.71,183.11,-1.86,1.01,1.96,140.8,114.15,0.5,0.5,4.94,603.46,-1.31,1.75,1.32,0.5,33530.86
Theodor Kenneskog,122.6,1.7,17.22,3.0,2.0,139.4,1.54,2266.0,2510.0,123.0,2.0,1.0,21.74,45.96,1.45,11.37,-1.89,2.38,0.34,105.0,157.8,1.5,0.5,5.11,2112.64,-0.98,6.14,2.48,2.11,129.3
Stefan Tadic,122.07,1.31,23.97,3.0,0.5,123.3,1.14,2446.0,2202.0,117.0,2.0,1.0,25.31,4.29,0.29,6.7,-1.91,1.4,1.14,124.45,117.3,0.5,0.0,3.93,18.36,-1.85,0.05,0.23,0.09,44.91
Dan Cramling,122.0,1.34,34.31,1.0,0.0,122.0,1.34,2318.0,2449.0,29.0,0.0,1.0,34.31,0.0,0.0,0.0,-1.92,,1.34,,122.0,0.0,0.0,1.34,0.0,-1.92,0.0,0.0,0.0,0.0
Dave J Ledger,121.9,1.23,20.93,1.0,0.0,121.9,1.23,2209.0,2390.0,43.0,1.0,0.0,20.93,0.0,0.0,0.0,-1.92,1.23,,121.9,,0.0,0.0,1.23,0.0,-1.92,0.0,0.0,0.0,0.0
Koen Leenhouts,121.7,1.24,307.35,1.0,0.0,121.7,1.24,2444.0,2391.0,34.0,0.0,1.0,307.35,0.0,0.0,0.0,-1.93,,1.24,,121.7,0.0,0.0,1.24,0.0,-1.93,0.0,0.0,0.0,0.0
Kjell Petersson,121.55,1.08,215.26,2.0,0.0,121.55,1.08,2060.0,2067.0,97.0,2.0,0.0,215.26,19.02,0.6,3.31,-1.94,1.08,,121.55,,0.0,0.0,2.15,361.81,-1.94,1.05,1.03,0.36,10.95
Ingo Cordts,121.3,1.18,28.79,1.0,0.0,121.3,1.18,2212.0,2334.0,63.0,0.0,1.0,28.79,0.0,0.0,0.0,-1.96,,1.18,,121.3,0.0,0.0,1.18,0.0,-1.96,0.0,0.0,0.0,0.0
Steven Geirnaert,121.2,1.08,24.13,1.0,0.0,121.2,1.08,2419.0,2208.0,53.0,0.0,1.0,24.13,0.0,0.0,0.0,-1.96,,1.08,,121.2,0.0,0.0,1.08,0.0,-1.96,0.0,0.0,0.0,0.0
Pierre Gengler,120.6,1.12,80.12,1.0,0.0,120.6,1.12,2087.0,2248.0,33.0,0.0,1.0,80.12,0.0,0.0,0.0,-1.99,,1.12,,120.6,0.0,0.0,1.12,0.0,-1.99,0.0,0.0,0.0,0.0
Bertalan Bokorovics,120.5,1.51,266.12,1.0,0.0,120.5,1.51,2205.0,2492.0,58.0,0.0,1.0,266.12,0.0,0.0,0.0,-2.0,,1.51,,120.5,0.0,0.0,1.51,0.0,-2.0,0.0,0.0,0.0,0.0
Jonas Barkhagen,120.27,1.32,22.14,3.0,0.5,121.7,1.56,2413.0,2199.0,109.0,1.0,2.0,23.23,20.59,0.62,3.98,-2.01,1.56,1.2,121.7,119.55,0.5,0.0,3.96,423.84,-1.93,1.24,1.11,0.38,15.83
Roee Pelech,120.1,1.11,22.45,1.0,0.0,120.1,1.11,2180.0,2210.0,58.0,1.0,0.0,22.45,0.0,0.0,0.0,-2.02,1.11,,120.1,,0.0,0.0,1.11,0.0,-2.02,0.0,0.0,0.0,0.0
Milton Pantzar,119.1,1.32,30.21,2.0,0.0,119.1,1.32,2450.0,2262.0,91.0,2.0,0.0,30.21,23.19,0.72,18.71,-2.08,1.32,,119.1,,0.0,0.0,2.64,537.92,-2.08,1.57,1.25,0.52,350.07
Jan-Willem De Jong,118.95,1.97,23.54,2.0,1.0,118.95,1.97,2412.0,2617.0,126.0,2.0,0.0,23.54,4.31,0.51,0.65,-2.08,1.97,,118.95,,1.0,0.0,3.94,18.6,-2.08,0.05,0.23,0.26,0.42
Anton Zlatkov,118.4,1.66,30.96,1.0,0.0,118.4,1.66,2323.0,2511.0,47.0,1.0,0.0,30.96,0.0,0.0,0.0,-2.11,1.66,,118.4,,0.0,0.0,1.66,0.0,-2.11,0.0,0.0,0.0,0.0
Bjarte Leer-Helgesen,118.1,1.48,26.83,1.0,0.0,118.1,1.48,2355.0,2446.0,35.0,1.0,0.0,26.83,0.0,0.0,0.0,-2.13,1.48,,118.1,,0.0,0.0,1.48,0.0,-2.13,0.0,0.0,0.0,0.0
Mihajlo Radovanovic,117.43,1.38,28.88,3.0,0.0,111.0,1.6,2426.0,2167.0,117.0,2.0,1.0,23.74,18.32,0.55,14.2,-2.16,1.27,1.6,124.55,103.2,0.0,0.0,4.15,335.54,-2.51,0.97,0.99,0.3,201.69
