Player,avg_gi,avg_missed_points,avg_acpl,total_game_count,Points,gi_median,missed_points_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,missed_points_std,acpl_std,avg_gi_raw,avg_missed_points_white,avg_missed_points_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_missed_points_sum,gi_var,missed_points_var,acpl_var
Mustafa Yilmaz,164.1,0.5,11.16,13.0,11.0,166.2,0.25,2580,2655,583,8,5,8.6,12.23,0.59,8.99,0.35,0.64,0.27,163.1,165.6,7.5,3.5,6.47,149.63,0.35,80.83
Yagiz Kaan Erdogmus,164.0,0.43,6.72,9.0,7.0,167.3,0.33,2642,2713,431,6,3,4.39,12.88,0.56,5.39,0.34,0.24,0.83,168.7,154.6,5.0,2.0,3.9,165.95,0.31,29.08
Dmitry Andreikin,163.4,0.44,5.77,12.0,9.0,165.6,0.22,2695,2795,711,7,5,4.82,11.9,0.58,4.03,0.31,0.5,0.35,161.5,165.9,5.0,4.0,5.27,141.64,0.34,16.25
Hayri Beyhun Senel,162.9,0.46,9.02,2.0,1.5,162.9,0.46,2081,2052,65,2,0,9.02,11.95,0.29,3.26,0.28,0.46,,162.9,,1.5,0.0,0.93,142.81,0.08,10.63
Alexey Sarana,162.4,0.39,3.38,10.0,6.5,163.4,0.42,2691,2641,456,5,5,5.76,10.81,0.32,23.01,0.26,0.53,0.25,158.8,165.9,3.0,3.5,3.89,116.78,0.1,529.68
Polina Shuvalova,162.2,0.56,12.14,8.0,6.5,168.2,0.18,2480,2610,414,4,4,8.72,16.09,0.71,8.49,0.25,0.1,1.02,174.1,150.3,4.0,2.5,4.49,258.96,0.5,72.11
Rauf Mamedov,161.7,0.28,-3.37,9.0,4.5,166.3,0.07,2659,2595,365,4,5,2.52,13.1,0.43,32.92,0.22,0.24,0.31,162.3,161.2,2.0,2.5,2.51,171.6,0.18,1083.95
Shakhriyar Mamedyarov,161.6,0.36,8.82,6.0,3.5,161.6,0.38,2746,2666,231,4,2,7.54,9.03,0.27,4.69,0.22,0.36,0.37,162.4,160.0,2.5,1.0,2.19,81.57,0.07,21.96
Denis Lazavik,161.1,0.51,8.77,10.0,7.0,161.7,0.45,2584,2607,400,3,7,8.68,12.17,0.46,5.52,0.19,0.79,0.39,155.3,163.5,2.0,5.0,5.1,148.06,0.21,30.45
Alparslan Isik,160.9,0.51,19.06,13.0,9.0,166.4,0.46,2456,2512,529,7,6,12.21,12.86,0.39,26.42,0.18,0.46,0.57,166.3,154.6,6.5,2.5,6.63,165.46,0.15,698.06
Aleksandra Maltsevskaya,160.8,0.4,11.84,14.0,8.0,166.4,0.3,2385,2334,513,7,7,9.3,13.11,0.38,10.46,0.18,0.14,0.65,169.6,152.1,5.5,2.5,5.54,171.81,0.14,109.51
Mert Yilmazyerli,160.6,0.44,8.58,10.0,6.0,165.4,0.2,2481,2448,319,6,4,7.34,12.8,0.66,7.86,0.16,0.64,0.13,156.6,166.7,3.5,2.5,4.36,163.91,0.44,61.74
Arda Camlar,160.2,0.65,10.2,12.0,9.5,162.0,0.46,2458,2658,534,5,7,9.18,13.28,0.57,4.22,0.14,0.49,0.77,161.5,159.2,3.5,6.0,7.84,176.3,0.32,17.79
Gulenay Aydin,159.6,0.64,13.83,6.0,4.5,163.0,0.4,2219,2316,230,3,3,11.6,15.01,0.79,7.77,0.11,0.53,0.75,160.1,159.1,2.0,2.5,3.85,225.32,0.63,60.3
Emre Can,159.2,0.76,11.88,13.0,11.0,162.8,0.72,2542,2596,612,6,7,14.22,14.13,0.78,7.77,0.09,0.89,0.65,159.6,158.8,6.0,5.0,9.88,199.54,0.6,60.32
Alihan Huseyinoglu,159.1,0.65,10.15,11.0,8.0,165.8,0.12,2390,2466,446,5,6,6.85,19.03,1.02,8.59,0.08,0.6,0.68,163.2,155.6,4.5,3.5,7.1,361.99,1.03,73.71
Sankalp Gupta,159.0,0.46,1.49,13.0,7.0,159.6,0.45,2546,2618,544,5,8,7.2,7.98,0.33,32.92,0.08,0.56,0.4,158.3,159.5,3.0,4.0,5.98,63.64,0.11,1083.92
Govhar Beydullayeva,159.0,0.5,-6.87,6.0,3.5,165.7,0.19,2365,2391,276,4,2,3.18,19.02,0.72,33.38,0.08,0.39,0.73,161.9,153.2,2.5,1.0,3.03,361.67,0.51,1114.51
Jiner Zhu,158.7,0.83,3.15,9.0,8.0,156.7,0.98,2536,2692,419,6,3,14.64,11.51,0.59,34.42,0.06,0.66,1.16,163.9,148.4,6.0,2.0,7.43,132.38,0.35,1184.6
Eray Kilic,158.6,0.68,15.97,13.0,9.5,167.5,0.37,2456,2452,541,8,5,17.26,16.37,0.6,7.82,0.05,0.4,1.13,166.5,145.9,7.0,2.5,8.81,267.9,0.36,61.2
Miaoyi Lu,158.5,0.62,-1.97,6.0,4.0,161.6,0.7,2439,2407,184,4,2,8.06,13.62,0.52,44.05,0.05,0.79,0.27,154.5,166.5,2.5,1.5,3.69,185.5,0.27,1940.76
Bryce Tiglon,158.3,0.41,12.41,10.0,4.5,158.6,0.38,2545,2570,471,6,4,9.37,10.35,0.37,12.69,0.04,0.37,0.47,163.1,151.1,4.0,0.5,4.1,107.04,0.14,161.06
Yanki Taspinar,158.3,0.55,23.42,11.0,6.5,165.3,0.15,2360,2337,450,6,5,6.1,18.7,0.85,52.91,0.04,0.57,0.53,157.9,158.9,3.5,3.0,6.05,349.59,0.71,2799.92
Cem Kaan Gokerkan,158.2,0.65,12.28,11.0,7.5,166.5,0.13,2464,2560,448,5,6,6.57,27.07,1.17,10.49,0.03,0.88,0.46,154.3,161.5,3.5,4.0,7.12,732.84,1.36,109.98
Read Samadov,158.1,0.54,13.23,14.0,8.0,161.6,0.27,2522,2512,499,7,7,6.36,11.42,0.63,33.6,0.03,0.67,0.41,158.4,157.9,5.0,3.0,7.57,130.43,0.39,1129.19
Nilufar Yakubbaeva,158.1,0.47,1.33,12.0,6.0,158.4,0.5,2175,2277,440,7,5,8.0,7.28,0.34,40.72,0.03,0.37,0.62,160.0,155.3,3.5,2.5,5.68,52.96,0.11,1658.0
Kivanc Haznedaroglu,158.0,0.67,22.26,13.0,9.0,164.9,0.56,2336,2549,518,7,6,10.97,14.9,0.7,35.43,0.02,0.43,0.94,162.8,152.4,5.0,4.0,8.7,222.07,0.5,1255.22
Casper Schoppen,157.9,0.48,9.64,11.0,5.5,163.7,0.17,2544,2547,509,5,6,6.11,15.92,0.65,8.98,0.02,0.67,0.33,158.2,157.7,3.5,2.0,5.3,253.33,0.42,80.67
Almas Rakhmatullaev,157.7,0.74,49.54,4.0,3.0,161.2,0.81,2390,2369,167,2,2,30.98,15.83,0.43,57.95,0.01,1.04,0.44,147.6,167.9,1.0,2.0,2.97,250.58,0.18,3358.28
Meylis Annaberdiyev,157.4,0.64,9.23,4.0,2.5,157.4,0.54,2409,2353,204,2,2,8.02,7.71,0.26,3.66,-0.01,0.79,0.48,152.2,162.5,1.0,1.5,2.55,59.45,0.07,13.37
Ivan Saric,157.0,0.57,22.09,13.0,7.0,161.3,0.45,2661,2622,528,6,7,6.19,14.37,0.61,51.32,-0.03,0.65,0.5,159.4,155.0,4.5,2.5,7.38,206.5,0.38,2633.6
Sina Movahed,156.8,0.81,13.27,11.0,8.5,157.9,0.74,2558,2728,492,5,6,11.77,11.59,0.46,6.86,-0.04,0.64,0.95,158.5,155.4,3.5,5.0,8.94,134.29,0.21,47.06
Khagan Ahmad,156.6,0.72,19.72,12.0,8.0,157.2,0.79,2449,2489,540,8,4,15.73,13.35,0.53,14.59,-0.05,0.75,0.66,156.5,157.0,5.5,2.5,8.6,178.28,0.28,212.81
Huseyin Can Agdelen,156.6,0.52,12.9,14.0,6.5,164.0,0.41,2408,2395,558,7,7,10.98,12.57,0.55,10.66,-0.05,0.45,0.59,161.2,152.0,4.5,2.0,7.24,157.97,0.3,113.65
Aldiyar Ansat,156.6,0.72,12.46,9.0,6.0,159.9,0.72,2469,2466,421,3,6,10.13,13.99,0.47,9.52,-0.05,0.85,0.66,147.9,160.9,1.0,5.0,6.49,195.61,0.22,90.63
Richard Rapport,156.1,0.77,11.36,8.0,5.5,158.2,0.87,2716,2658,395,4,4,9.4,13.27,0.53,8.0,-0.08,0.78,0.75,159.2,153.0,3.5,2.0,6.14,176.18,0.28,64.03
Nijat Abasov,156.1,0.62,7.98,13.0,7.0,166.1,0.04,2578,2627,452,7,6,3.39,17.89,0.92,9.22,-0.08,0.41,0.86,159.2,152.5,3.5,3.5,8.03,320.12,0.84,84.96
Egehan Yildiz,156.0,0.8,14.02,7.0,5.0,153.3,0.82,2142,2527,356,4,3,10.45,16.02,0.54,7.31,-0.09,0.64,1.01,159.6,151.2,3.0,2.0,5.6,256.52,0.3,53.42
Bora Yarar,155.8,0.76,17.95,12.0,8.0,156.0,0.67,2350,2311,504,6,6,15.42,13.5,0.76,18.04,-0.09,0.49,1.03,157.8,153.9,3.0,5.0,9.11,182.15,0.57,325.27
Mahammad Muradli,155.3,0.66,9.28,13.0,7.0,156.0,0.53,2586,2608,575,7,6,7.72,14.94,0.64,5.48,-0.13,0.7,0.62,152.5,158.5,3.0,4.0,8.64,223.16,0.41,30.02
Ediz Gurel,154.9,0.64,23.09,11.0,5.5,157.0,0.56,2652,2499,468,4,7,11.28,10.94,0.46,43.99,-0.14,0.62,0.65,157.7,153.3,2.5,3.0,7.06,119.66,0.21,1935.13
Mircea-Emilian Parligras,154.7,0.58,13.36,13.0,5.5,162.4,0.4,2505,2499,523,6,7,5.17,14.85,0.59,13.07,-0.15,0.48,0.66,156.3,153.3,2.5,3.0,7.51,220.67,0.35,170.73
Momchil Petkov,154.6,0.58,5.69,14.0,6.0,160.0,0.36,2522,2543,658,7,7,5.68,12.53,0.62,13.12,-0.16,0.48,0.69,156.6,152.6,3.0,3.0,8.19,156.9,0.38,172.01
Ege Tuna Oktem,154.4,0.67,7.81,2.0,1.0,154.4,0.67,2343,2206,91,0,2,7.81,13.65,0.74,5.95,-0.17,,0.67,,154.4,0.0,1.0,1.34,186.24,0.54,35.45
Kayra Kamer,154.4,0.78,17.21,9.0,5.5,148.4,0.97,2333,2345,365,3,6,13.37,13.92,0.67,10.96,-0.17,0.77,0.79,155.7,153.7,2.0,3.5,7.06,193.71,0.45,120.07
Nikoloz Petriashvili,153.9,0.62,12.89,14.0,6.0,157.1,0.52,2479,2407,614,8,6,7.48,10.63,0.5,13.74,-0.2,0.5,0.79,158.7,147.6,4.5,1.5,8.74,113.1,0.25,188.86
Evgeny Romanov,153.7,0.66,11.62,11.0,5.0,157.9,0.48,2572,2543,463,6,5,8.68,21.05,0.87,8.41,-0.21,0.72,0.59,151.9,155.9,2.5,2.5,7.29,443.21,0.75,70.78
Davaademberel Nomin-Erdene,153.6,0.79,22.26,14.0,8.0,157.0,0.53,2293,2357,561,7,7,11.44,21.98,0.88,32.6,-0.22,0.71,0.86,156.2,150.9,4.5,3.5,11.02,483.18,0.78,1062.66
Rudik Makarian,153.5,0.76,13.96,12.0,6.5,158.1,0.58,2549,2504,535,7,5,12.57,16.76,0.7,10.44,-0.22,1.01,0.42,150.8,157.2,4.5,2.0,9.16,280.76,0.5,109.08
Mustafa Yelken,153.4,0.63,11.47,10.0,4.0,152.3,0.67,2177,2275,378,7,3,10.93,9.57,0.41,7.18,-0.23,0.45,1.04,155.8,147.5,2.5,1.5,6.28,91.56,0.17,51.56
Ekaterina Atalik,153.4,0.91,20.26,8.0,5.5,151.4,0.96,2352,2348,358,6,2,20.66,15.8,0.57,9.82,-0.22,1.02,0.6,152.6,155.8,4.5,1.0,7.3,249.49,0.33,96.48
Milan Pacher,153.2,0.66,15.19,13.0,5.5,153.9,0.48,2392,2355,525,7,6,8.87,14.85,0.61,12.9,-0.24,0.74,0.56,153.1,153.3,3.5,2.0,8.56,220.51,0.37,166.54
Reza Mahdavi,152.8,0.96,27.83,12.0,8.5,154.6,0.82,2454,2608,490,6,6,12.78,15.61,0.75,47.05,-0.25,0.99,0.93,154.6,151.1,5.0,3.5,11.56,243.53,0.57,2213.31
Burak Firat,152.8,0.69,14.56,7.0,3.0,153.7,0.71,2444,2429,274,2,5,10.9,9.2,0.32,12.65,-0.26,0.38,0.81,159.9,150.0,1.0,2.0,4.8,84.61,0.1,160.04
Edvin Trost,152.7,0.69,14.23,14.0,6.0,152.8,0.53,2476,2349,676,8,6,13.75,13.24,0.55,16.65,-0.27,0.79,0.57,151.1,154.8,3.5,2.5,9.72,175.18,0.3,277.15
Doruk Karaoglan,152.4,0.78,18.47,13.0,6.5,157.2,0.56,2300,2302,577,7,6,15.91,20.68,0.86,11.42,-0.28,1.05,0.46,146.1,159.8,3.0,3.5,10.11,427.73,0.75,130.35
Kerem Erten,152.4,0.89,11.7,13.0,8.0,162.0,0.36,2349,2406,654,8,5,8.44,25.05,1.03,10.02,-0.28,0.75,1.12,156.4,146.0,5.5,2.5,11.58,627.26,1.07,100.4
Bartlomiej Heberla,152.2,0.62,11.68,3.0,1.0,159.8,0.38,2502,2473,138,1,2,10.67,19.07,0.75,9.33,-0.29,1.46,0.2,130.5,163.0,0.0,1.0,1.87,363.73,0.56,86.98
Atilla Kuru,152.1,0.66,13.02,11.0,4.0,148.4,0.59,2435,2415,632,5,6,9.79,13.87,0.72,12.86,-0.29,0.4,0.87,157.6,147.6,2.0,2.0,7.23,192.32,0.52,165.33
Hasan Huseyin Celik,152.0,0.75,15.83,10.0,4.5,153.6,0.66,2481,2496,388,4,6,9.07,14.08,0.52,13.33,-0.3,0.96,0.6,149.0,154.1,2.0,2.5,7.47,198.29,0.27,177.69
Atakan Mert Bicer,152.0,0.92,27.72,13.0,8.0,157.6,0.79,2321,2464,618,8,5,17.93,15.38,0.6,30.24,-0.3,0.94,0.88,151.8,152.3,5.0,3.0,11.92,236.44,0.36,914.58
Ervin Ozkan,152.0,0.8,19.8,9.0,4.5,149.3,0.45,2134,2288,441,4,5,25.81,23.79,0.93,31.84,-0.3,1.2,0.48,146.9,156.0,2.5,2.0,7.22,566.03,0.87,1013.49
Kagan Aydincelebi,152.0,0.69,24.0,14.0,5.5,154.4,0.68,2323,2336,602,6,8,18.21,13.91,0.58,29.44,-0.3,0.31,0.98,164.2,142.9,4.0,1.5,9.7,193.45,0.34,866.86
Annmarie Muetsch,151.8,0.77,15.23,11.0,5.0,151.3,0.61,2273,2237,441,5,6,10.93,17.98,0.77,11.64,-0.31,0.33,1.13,162.6,142.8,3.0,2.0,8.42,323.18,0.59,135.52
Xeniya Balabayeva,151.7,0.91,14.96,5.0,3.0,151.1,0.75,2371,2452,192,1,4,15.56,14.12,0.76,9.48,-0.31,1.95,0.66,130.6,157.0,0.5,2.5,4.57,199.38,0.57,89.86
Ali Alper Celik,151.4,0.78,16.12,10.0,4.5,146.8,0.92,2213,2231,421,4,6,15.23,14.21,0.41,10.45,-0.33,0.68,0.85,158.8,146.4,3.0,1.5,7.84,201.97,0.17,109.27
Ruben Gideon Koellner,151.2,0.79,12.42,10.0,4.5,155.6,0.6,2518,2577,474,4,6,7.28,14.52,0.73,10.66,-0.34,0.32,1.11,160.9,144.7,2.0,2.5,7.94,210.7,0.54,113.73
Adar Tarhan,151.2,0.66,32.54,11.0,3.5,147.2,0.56,2474,2221,440,5,6,25.57,14.78,0.58,47.92,-0.34,0.61,0.7,151.8,150.7,1.5,2.0,7.29,218.35,0.34,2296.45
Gleb Dudin,151.1,0.88,17.12,14.0,7.5,160.0,0.5,2583,2535,719,7,7,14.82,21.37,0.85,12.65,-0.35,0.7,1.07,157.9,144.3,5.0,2.5,12.37,456.69,0.73,160.0
Evgenios Ioannidis,150.7,0.73,33.2,14.0,5.0,154.6,0.6,2491,2435,675,7,7,12.93,16.24,0.63,80.06,-0.37,0.47,0.99,155.4,145.9,2.5,2.5,10.21,263.65,0.4,6410.11
Grzegorz Nasuta,150.2,0.79,15.75,14.0,5.5,148.8,0.71,2513,2460,665,9,5,12.42,12.06,0.51,12.92,-0.4,0.92,0.55,148.7,152.9,4.0,1.5,11.08,145.34,0.26,166.94
Bardiya Daneshvar,150.1,0.85,22.31,10.0,4.5,158.4,0.7,2625,2415,524,4,6,11.11,16.29,0.64,35.94,-0.4,0.71,0.94,151.4,149.3,1.5,3.0,8.51,265.44,0.41,1291.79
Enes Tanriverdi,149.3,0.83,15.08,13.0,5.0,150.9,0.86,2428,2361,586,7,6,11.18,15.54,0.6,10.42,-0.45,0.69,0.99,154.0,143.8,3.5,1.5,10.79,241.36,0.36,108.56
Dimitris Alexakis,149.3,0.99,16.46,11.0,6.0,148.9,0.84,2543,2558,514,5,6,15.94,16.08,0.7,9.91,-0.44,1.31,0.72,144.4,153.5,3.0,3.0,10.89,258.56,0.49,98.16
Vahap Sanal,149.2,0.99,10.32,14.0,7.5,146.6,1.0,2550,2526,770,7,7,12.98,16.48,0.62,14.91,-0.45,1.11,0.87,147.6,150.8,4.0,3.5,13.81,271.6,0.38,222.27
Olga Badelka,149.2,1.15,19.61,5.0,3.5,159.9,0.88,2381,2194,256,2,3,15.12,27.45,1.13,10.7,-0.45,1.84,0.69,137.4,157.1,1.5,2.0,5.76,753.73,1.27,114.44
Uygar Durucay,149.1,1.12,17.09,6.0,4.0,147.0,0.82,2192,2424,238,4,2,14.08,14.77,0.68,6.61,-0.46,1.33,0.71,144.5,158.3,2.5,1.5,6.75,218.04,0.47,43.75
Can Alp Cansun,149.1,0.83,26.78,8.0,3.0,146.6,0.82,2147,2209,350,3,5,19.46,12.84,0.52,21.16,-0.46,0.83,0.83,154.5,145.8,2.0,1.0,6.64,164.83,0.27,447.63
Mobina Alinasab,148.7,0.9,10.34,12.0,5.0,149.0,0.7,2310,2269,615,7,5,9.08,13.55,0.79,21.65,-0.48,0.99,0.76,147.2,150.9,3.0,2.0,10.76,183.58,0.63,468.72
Osman Firat Salepci,148.6,0.61,30.78,4.0,0.5,147.4,0.62,2057,1820,116,2,2,29.48,3.7,0.09,6.33,-0.48,0.66,0.55,149.9,147.4,0.5,0.0,2.44,13.72,0.01,40.08
Efe Yalcinkaya,148.4,0.83,18.33,6.0,2.0,141.6,0.86,2287,2238,250,3,3,21.51,14.1,0.48,9.1,-0.49,0.83,0.82,151.4,145.4,1.5,0.5,4.96,198.84,0.23,82.77
Esat Baglan,148.1,0.89,17.2,12.0,4.5,146.8,0.82,2358,2328,525,4,8,16.51,14.94,0.7,8.8,-0.51,1.25,0.7,145.9,149.2,2.5,2.0,10.65,223.27,0.49,77.43
Yasin Sari,147.8,1.03,17.14,7.0,3.5,146.4,1.03,2342,2272,327,2,5,17.91,16.51,0.69,13.82,-0.53,0.78,1.13,152.4,145.9,1.0,2.5,7.19,272.74,0.48,190.98
Emre Demircioglu,147.7,0.78,25.71,14.0,3.5,141.1,0.88,2248,2176,678,7,7,18.74,14.77,0.56,32.68,-0.53,0.89,0.67,147.7,147.8,2.5,1.0,10.91,218.16,0.31,1068.01
Elif Zeren Yildiz,147.7,0.91,19.79,12.0,4.5,147.4,0.69,2169,2166,473,6,6,20.8,20.88,0.94,12.37,-0.53,1.2,0.62,144.6,150.8,3.0,1.5,10.88,435.87,0.88,152.97
Umut Ata Akbas,147.3,0.94,15.31,14.0,5.5,148.1,0.83,2425,2436,634,6,8,17.25,16.0,0.65,12.95,-0.55,0.96,0.94,144.5,149.5,1.5,4.0,13.23,255.99,0.43,167.69
Ali Varyemez,147.3,1.06,22.52,2.0,1.0,147.3,1.06,2049,2489,120,1,1,22.52,29.84,0.9,6.13,-0.55,1.69,0.42,126.2,168.4,0.0,1.0,2.11,890.42,0.81,37.58
Can Durak,146.9,1.01,12.8,8.0,3.5,147.4,1.06,2445,2230,481,4,4,12.71,6.38,0.38,5.99,-0.57,1.12,0.91,148.5,145.3,2.5,1.0,8.1,40.66,0.14,35.89
Efe Metehan Yavuz,146.8,1.0,19.14,13.0,5.5,150.2,0.87,2324,2258,528,9,4,14.02,19.0,0.95,12.16,-0.58,1.15,0.68,143.4,154.4,3.5,2.0,13.06,360.98,0.9,147.83
Gokcen Yilmaz,146.3,0.61,30.47,1.0,0.0,146.3,0.61,1910,2313,34,1,0,30.47,0.0,0.0,0.0,-0.61,0.61,,146.3,,0.0,0.0,0.61,0.0,0.0,0.0
Kagan Bozoglan,146.3,0.61,32.28,2.0,0.0,146.3,0.61,1512,1891,61,0,2,32.28,3.96,0.21,1.44,-0.61,,0.61,,146.3,0.0,0.0,1.22,15.68,0.04,2.06
Muhammed Batuhan Dastan,146.0,1.12,14.94,10.0,5.0,149.6,0.73,2562,2316,566,3,7,13.88,21.3,0.95,8.96,-0.62,0.51,1.38,157.4,141.2,1.5,3.5,11.22,453.81,0.89,80.28
Zaur Mammadov,145.8,0.86,18.7,13.0,3.0,143.9,0.86,2430,2325,594,9,4,18.64,13.69,0.53,11.36,-0.63,0.92,0.74,144.7,148.5,2.0,1.0,11.24,187.5,0.28,129.15
Sofia Pogorelskikh,145.4,1.12,31.16,14.0,6.5,139.4,1.02,2297,2286,588,7,7,20.97,14.5,0.51,24.8,-0.66,1.17,1.07,146.4,144.3,4.0,2.5,15.72,210.2,0.27,614.85
Ruzgar Odabasi,145.4,0.82,22.52,6.0,1.0,147.4,0.8,2255,2116,233,3,3,24.58,8.24,0.33,5.9,-0.66,1.12,0.52,142.9,147.9,1.0,0.0,4.94,67.95,0.11,34.81
Ayan Allahverdiyeva,145.3,1.13,15.55,14.0,6.5,146.6,1.02,2234,2239,546,7,7,18.39,16.8,0.56,25.97,-0.66,1.27,0.99,143.3,147.2,3.5,3.0,15.79,282.36,0.31,674.36
Kemal Yildirim,145.1,0.92,20.79,10.0,2.5,146.7,0.7,2089,2153,387,6,4,19.38,18.5,0.86,15.55,-0.67,0.59,1.42,152.8,133.6,2.0,0.5,9.23,342.27,0.73,241.66
Irina Bulmaga,144.5,1.45,14.06,4.0,3.0,145.4,1.16,2400,2397,196,2,2,11.2,15.25,0.89,8.24,-0.7,0.98,1.92,153.2,135.8,1.5,1.5,5.82,232.54,0.8,67.87
Emirhan Tarlabasi,144.4,1.21,26.99,14.0,7.0,144.5,0.91,2311,2302,643,8,6,22.08,21.54,1.04,27.27,-0.71,0.86,1.67,153.2,132.7,5.0,2.0,16.9,464.15,1.08,743.46
Ecrin Efsa Buyuk,144.2,0.72,41.27,2.0,0.0,144.2,0.72,1847,1976,70,1,1,41.27,0.57,0.03,4.34,-0.72,0.7,0.74,144.6,143.8,0.0,0.0,1.44,0.32,0.0,18.85
Klaudia Kulon,144.0,1.16,20.9,14.0,6.0,142.2,1.13,2389,2248,702,7,7,23.48,15.84,0.87,12.26,-0.73,1.3,1.03,140.1,147.8,2.5,3.5,16.27,251.03,0.75,150.29
Umut Anil Dogan,143.5,1.21,36.3,10.0,4.5,145.8,1.23,2076,2305,604,5,5,18.34,20.33,0.75,44.4,-0.76,1.17,1.24,146.9,140.2,3.0,1.5,12.07,413.38,0.56,1971.77
Kaan Ozcan,142.5,1.17,22.62,14.0,5.0,146.4,0.96,2223,2226,613,6,8,21.64,22.08,1.12,8.54,-0.81,1.32,1.06,143.9,141.4,3.5,1.5,16.39,487.63,1.25,72.99
Can Dolgun,142.2,0.97,42.73,14.0,2.0,139.5,1.03,2240,2060,731,5,9,29.76,13.55,0.56,49.45,-0.82,1.12,0.88,138.7,144.2,0.5,1.5,13.55,183.71,0.32,2444.88
Raunak Sadhwani,141.8,1.46,17.97,9.0,5.5,150.6,0.88,2676,2501,454,4,5,18.0,29.95,1.55,8.89,-0.85,1.55,1.4,140.5,142.8,2.5,3.0,13.17,896.71,2.4,79.11
Demhat Zerey,141.6,1.18,19.19,14.0,4.5,143.5,0.91,2210,2156,674,7,7,16.6,18.09,0.75,10.94,-0.86,1.05,1.32,147.4,135.8,3.5,1.0,16.56,327.19,0.56,119.66
Kerem Tinmaz,141.6,1.14,25.12,9.0,2.5,146.7,0.9,2054,2226,350,4,5,25.25,14.54,0.81,11.18,-0.86,0.64,1.53,148.0,136.6,0.5,2.0,10.24,211.34,0.65,125.06
Nurgyul Salimova,141.4,1.43,22.4,9.0,5.0,140.3,1.25,2385,2376,512,3,6,15.59,24.69,1.32,20.04,-0.87,1.24,1.52,140.9,141.6,1.0,4.0,12.86,609.83,1.74,401.4
Necmettin Korkmaz,141.4,0.87,32.17,6.0,0.0,145.8,0.64,2060,1923,269,4,2,36.25,7.34,0.4,13.83,-0.87,0.82,0.97,142.3,139.6,0.0,0.0,5.23,53.95,0.16,191.23
Tuna Ozates,141.2,1.14,18.06,2.0,0.5,141.2,1.14,2217,2117,86,2,0,18.06,9.05,0.13,7.11,-0.88,1.14,,141.2,,0.5,0.0,2.27,81.92,0.02,50.5
Ataberk Eren,139.9,1.25,8.77,10.0,3.0,140.6,0.92,2427,2298,498,3,7,13.63,30.25,1.5,20.21,-0.95,0.04,1.77,169.2,127.4,2.0,1.0,12.52,915.18,2.24,408.4
Eymen Eren Buyuk,139.2,1.22,26.35,11.0,2.5,145.6,1.02,2189,2150,614,5,6,27.68,17.5,0.95,17.2,-0.99,0.89,1.49,142.9,136.0,0.5,2.0,13.39,306.4,0.91,295.83
